gen,pop_size,cwmin,cwmax,slotlength,txPower,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media
1, 30, 0, 0, 0, 0, 41.669523809523824, 0.006113145814496191, 2051909533.401525
2, 30, 0, 0, 0, 0, 71.52476190476189, 0.00659727180545619, 1982368355.8471096
3, 30, 0, 0, 0, 0, 79.38190476190476, 0.006581801933997141, 1904062429.677561
4, 30, 0, 0, 0, 0, 146.51047619047617, 0.008119304189358098, 1566165287.4491858
5, 30, 0, 0, 0, 0, 153.2666666666666, 0.008959289781985716, 1553806284.319374
6, 30, 0, 0, 0, 0, 121.34000000000005, 0.008706755582876192, 1609184916.2417853
7, 30, 0, 0, 0, 0, 95.16190476190476, 0.007861234101660954, 1639102688.6312857
8, 30, 0, 0, 0, 0, 139.12571428571437, 0.008060558981328571, 1547301814.63202
9, 30, 0, 0, 0, 0, 161.14285714285722, 0.009113076879110475, 1426977674.201611
10, 30, 0, 0, 0, 0, 141.73809523809524, 0.009655508800487617, 1418413718.3761559
11, 30, 0, 0, 0, 0, 130.88761904761904, 0.009408137903297142, 1349260673.9488568
12, 30, 0, 0, 0, 0, 126.69428571428571, 0.009176554907546665, 1302690509.7668216
13, 30, 0, 0, 0, 0, 120.84285714285714, 0.008562496411490476, 1464335900.6794252
14, 30, 0, 0, 0, 0, 120.52952380952381, 0.008776037755448574, 1483206515.682097
15, 30, 0, 0, 0, 0, 113.48761904761903, 0.009716592295183808, 1273039178.4831564
16, 30, 0, 0, 0, 0, 117.09238095238092, 0.009902602687758092, 1220708585.9941168
17, 30, 0, 0, 0, 0, 112.7238095238095, 0.009643418085087615, 1264504033.5139003
18, 30, 0, 0, 0, 0, 151.35428571428574, 0.009360434348911428, 1310596521.7947
19, 30, 0, 0, 0, 0, 128.1295238095238, 0.008965112889264762, 1497003718.8552153
20, 30, 0, 0, 0, 0, 102.44571428571427, 0.009025212107623809, 1529015416.4325294
21, 30, 0, 0, 0, 0, 88.81142857142854, 0.009084709686077141, 1571513050.8780713
22, 30, 0, 0, 0, 0, 89.02476190476186, 0.009282734852565715, 1460498886.9370258
23, 30, 0, 0, 0, 0, 113.5704761904762, 0.009517454442915237, 1549853313.7840712
24, 30, 0, 0, 0, 0, 120.09619047619047, 0.00950306622012095, 1628052204.2985027
25, 30, 0, 0, 0, 0, 150.08666666666664, 0.00966873602284, 1630582263.9141123
26, 30, 0, 0, 0, 0, 142.41714285714292, 0.009547749373290476, 1619327227.9430265
27, 30, 0, 0, 0, 0, 124.3409523809524, 0.009380984235757141, 1691783769.8881135
28, 30, 0, 0, 0, 0, 84.14476190476189, 0.008833000723594284, 1758647386.7137816
29, 30, 0, 0, 0, 0, 131.72285714285715, 0.009434183865900002, 1549280050.3848822
30, 30, 0, 0, 0, 0, 98.41142857142852, 0.008614409217625714, 1832066813.5602126
31, 30, 0, 0, 0, 0, 74.32857142857141, 0.008842333216788572, 1793743578.6941173
32, 30, 0, 0, 0, 0, 71.89904761904762, 0.009063100276005718, 1794869183.7606227
33, 30, 0, 0, 0, 0, 97.27047619047616, 0.009696017446592377, 1494581133.019197
34, 30, 0, 0, 0, 0, 82.46571428571426, 0.00925493580902762, 1738541430.5680575
35, 30, 0, 0, 0, 0, 95.8866666666667, 0.01068554589404285, 1211618426.1172934
36, 30, 0, 0, 0, 0, 78.46285714285709, 0.01039763539174761, 1180040270.6702018
37, 30, 0, 0, 0, 0, 72.18952380952378, 0.010570685247219038, 1158041469.5519705
38, 30, 0, 0, 0, 0, 76.7123809523809, 0.010391819104669516, 1172488774.4849782
39, 30, 0, 0, 0, 0, 92.14285714285711, 0.009945199509051426, 1306737457.0975316
40, 30, 0, 0, 0, 0, 93.53142857142855, 0.010175242570533326, 1216240116.2550046
41, 30, 0, 0, 0, 0, 86.8428571428571, 0.00976803069449143, 1264160650.6747968
42, 30, 0, 0, 0, 0, 95.80190476190471, 0.010134537887336191, 1226233067.561177
43, 30, 0, 0, 0, 0, 96.12857142857138, 0.010125272130337143, 1217592348.6609643
44, 30, 0, 0, 0, 0, 85.12190476190473, 0.009550471686159996, 1318816543.98435
45, 30, 0, 0, 0, 0, 92.02761904761903, 0.009969001514235232, 1275096131.4522128
46, 30, 0, 0, 0, 0, 55.043809523809536, 0.00936295208459904, 1305440061.3534827
47, 30, 0, 0, 0, 0, 55.786666666666676, 0.00940780044278571, 1303723906.32114
48, 30, 0, 0, 0, 0, 50.5904761904762, 0.0092029882576819, 1325726801.2655816
49, 30, 0, 0, 0, 0, 52.314285714285724, 0.008961181061470473, 1353319394.4587088
50, 30, 0, 0, 0, 0, 55.875238095238096, 0.00964452190180857, 1330068892.459857
1, 35, 0, 0, 0, 0, 142.15020408163264, 0.00632064320308163, 1862876345.5020952
2, 35, 0, 0, 0, 0, 60.846530612244884, 0.0059044245730008145, 1838924009.9880948
3, 35, 0, 0, 0, 0, 102.98938775510202, 0.006541998655045713, 1689268583.5967786
4, 35, 0, 0, 0, 0, 113.71755102040815, 0.0070146416926897956, 1649246617.2329364
5, 35, 0, 0, 0, 0, 124.23265306122448, 0.007452805149369793, 1532497981.2569332
6, 35, 0, 0, 0, 0, 113.23265306122447, 0.007462538140167345, 1540977427.3393042
7, 35, 0, 0, 0, 0, 83.15755102040818, 0.00751108403387347, 1521448611.6747825
8, 35, 0, 0, 0, 0, 88.03510204081634, 0.008182566264158368, 1443884458.3825104
9, 35, 0, 0, 0, 0, 106.2138775510204, 0.009409968907862856, 1345709061.1652732
10, 35, 0, 0, 0, 0, 104.09795918367348, 0.009469385109655509, 1407942593.2082026
11, 35, 0, 0, 0, 0, 110.59183673469389, 0.009458351889811426, 1466620309.2784786
12, 35, 0, 0, 0, 0, 139.33959183673463, 0.010464501370554281, 1227550853.7827148
13, 35, 0, 0, 0, 0, 122.2473469387755, 0.009772050138293877, 1353390511.1594632
14, 35, 0, 0, 0, 0, 126.37306122448975, 0.00984285328898857, 1339558418.400898
15, 35, 0, 0, 0, 0, 121.48081632653063, 0.010539162225356733, 1140004312.6460483
16, 35, 0, 0, 0, 0, 122.75102040816326, 0.010899016975187753, 1138441213.7836492
17, 35, 0, 0, 0, 0, 123.28653061224489, 0.010247249954796731, 1222524352.7066119
18, 35, 0, 0, 0, 0, 139.52816326530606, 0.01064303639073714, 1171342647.2070506
19, 35, 0, 0, 0, 0, 102.3077551020408, 0.009881658913687344, 1255258241.1643271
20, 35, 0, 0, 0, 0, 125.47265306122445, 0.01011876000514775, 1230728289.518176
21, 35, 0, 0, 0, 0, 169.91836734693874, 0.011005031216302035, 1113589393.7583225
22, 35, 0, 0, 0, 0, 116.32979591836731, 0.010061669728467748, 1277804466.3063748
23, 35, 0, 0, 0, 0, 140.4963265306122, 0.011213988085860408, 1139444495.8718638
24, 35, 0, 0, 0, 0, 134.85224489795914, 0.010761768092890617, 1208337186.202785
25, 35, 0, 0, 0, 0, 148.67591836734687, 0.01131796488441551, 1120735527.6830494
26, 35, 0, 0, 0, 0, 146.5477551020408, 0.011265615719844085, 1188483882.2549663
27, 35, 0, 0, 0, 0, 93.91265306122452, 0.010596143058426941, 1206459681.518411
28, 35, 0, 0, 0, 0, 96.09959183673473, 0.010740746939356735, 1198706184.8313842
29, 35, 0, 0, 0, 0, 105.74285714285716, 0.009893782756195098, 1290486424.7887878
30, 35, 0, 0, 0, 0, 129.6759183673469, 0.010652400368438364, 1152627180.6372838
31, 35, 0, 0, 0, 0, 130.5665306122448, 0.011081186046573873, 1133177763.992563
32, 35, 0, 0, 0, 0, 117.30693877551029, 0.011856039542017137, 1017779935.3236195
33, 35, 0, 0, 0, 0, 105.62367346938781, 0.011326068377847342, 1083681438.3582506
34, 35, 0, 0, 0, 0, 114.8489795918368, 0.01141226332366449, 1056514993.7487125
35, 35, 0, 0, 0, 0, 97.63836734693882, 0.011371925685814695, 1082984102.9875765
36, 35, 0, 0, 0, 0, 110.1175510204082, 0.012093740428722442, 998852064.9803665
37, 35, 0, 0, 0, 0, 106.86612244897962, 0.011965277159210608, 1077533229.334205
38, 35, 0, 0, 0, 0, 109.8971428571429, 0.011347363501405706, 1258680704.619445
39, 35, 0, 0, 0, 0, 148.68408163265292, 0.011699968252625296, 1113294315.4193265
40, 35, 0, 0, 0, 0, 129.74775510204074, 0.01164921988080979, 1053895889.2708507
41, 35, 0, 0, 0, 0, 134.58612244897958, 0.012025302980973054, 1010397162.2513449
42, 35, 0, 0, 0, 0, 156.8171428571428, 0.011936752938607338, 1078356167.6593027
43, 35, 0, 0, 0, 0, 172.49877551020407, 0.012657269680094682, 947713750.4577731
44, 35, 0, 0, 0, 0, 190.91673469387743, 0.012342784700194277, 1047083037.4476274
45, 35, 0, 0, 0, 0, 165.55183673469378, 0.011147878579437543, 1404706973.522066
46, 35, 0, 0, 0, 0, 138.15836734693875, 0.010522087790801627, 1553718488.1463444
47, 35, 0, 0, 0, 0, 181.33469387755096, 0.011514448279812238, 1371482792.615563
48, 35, 0, 0, 0, 0, 180.58040816326516, 0.011718587141306925, 1247887574.047799
49, 35, 0, 0, 0, 0, 158.69224489795903, 0.011366851729346929, 1224400600.861341
50, 35, 0, 0, 0, 0, 115.9208163265306, 0.011048011477012244, 1138723358.3288162
1, 40, 0, 0, 0, 0, 158.5135714285714, 0.006029996527412857, 1800921720.566338
2, 40, 0, 0, 0, 0, 153.55357142857144, 0.005952160862354286, 1770206827.2578487
3, 40, 0, 0, 0, 0, 140.70357142857145, 0.006147537585305713, 1722784129.2240386
4, 40, 0, 0, 0, 0, 129.23000000000002, 0.006043500276257859, 1734141317.9730892
5, 40, 0, 0, 0, 0, 112.74000000000004, 0.005619856397193573, 1888971311.7084987
6, 40, 0, 0, 0, 0, 83.50642857142856, 0.005599590125459285, 1901409961.374274
7, 40, 0, 0, 0, 0, 140.27285714285716, 0.005696837732185715, 1788728765.7440238
8, 40, 0, 0, 0, 0, 124.61428571428567, 0.005575746872489287, 1810115370.094455
9, 40, 0, 0, 0, 0, 118.93142857142853, 0.0056819001531671414, 1813659274.88676
10, 40, 0, 0, 0, 0, 93.6607142857143, 0.006030151656653571, 1744939474.7682223
11, 40, 0, 0, 0, 0, 122.5142857142857, 0.00591918034315, 1752533308.3166218
12, 40, 0, 0, 0, 0, 166.86857142857144, 0.005568412959789284, 1914127139.5978928
13, 40, 0, 0, 0, 0, 119.77285714285715, 0.006113167625212142, 1841835523.3372436
14, 40, 0, 0, 0, 0, 92.14, 0.006745012208930715, 1637015852.4537416
15, 40, 0, 0, 0, 0, 78.67642857142854, 0.006413161532812142, 1727755009.806868
16, 40, 0, 0, 0, 0, 67.2864285714286, 0.006405167248955715, 1785820284.918729
17, 40, 0, 0, 0, 0, 141.6978571428571, 0.0061223188994764255, 1711393434.6356936
18, 40, 0, 0, 0, 0, 171.3414285714286, 0.005566620778682854, 1750203262.2403915
19, 40, 0, 0, 0, 0, 63.38214285714285, 0.005780407484169282, 1716242217.3741384
20, 40, 0, 0, 0, 0, 135.2785714285714, 0.006096119373831423, 1681734221.2612708
21, 40, 0, 0, 0, 0, 70.525, 0.005883383807607853, 1707952398.657625
22, 40, 0, 0, 0, 0, 68.22214285714283, 0.006052968836344283, 1669759983.2476583
23, 40, 0, 0, 0, 0, 88.35714285714282, 0.006554108405330714, 1612858754.0574927
24, 40, 0, 0, 0, 0, 140.2385714285716, 0.007261630623743573, 1554936309.5410583
25, 40, 0, 0, 0, 0, 109.53785714285725, 0.006785500248645, 1625860461.586333
26, 40, 0, 0, 0, 0, 98.16142857142857, 0.007557900718101429, 1512205068.642939
27, 40, 0, 0, 0, 0, 113.99500000000005, 0.008198636102589286, 1444324557.3011904
28, 40, 0, 0, 0, 0, 134.98857142857145, 0.007449950791129997, 1544365279.5225914
29, 40, 0, 0, 0, 0, 113.85928571428573, 0.007405260908392855, 1547473000.3882315
30, 40, 0, 0, 0, 0, 103.20357142857142, 0.008164825193639997, 1467276062.888462
31, 40, 0, 0, 0, 0, 98.99142857142857, 0.008066059886269997, 1466836935.197505
32, 40, 0, 0, 0, 0, 110.6692857142857, 0.007928428161532141, 1505702414.8837876
33, 40, 0, 0, 0, 0, 116.27714285714285, 0.008060174874420716, 1532742331.305369
34, 40, 0, 0, 0, 0, 108.42142857142855, 0.00802587361636357, 1586218718.4075239
35, 40, 0, 0, 0, 0, 119.49285714285709, 0.008465201952940002, 1590212537.1362252
36, 40, 0, 0, 0, 0, 135.17214285714283, 0.009062529642667145, 1496292887.9386418
37, 40, 0, 0, 0, 0, 138.76857142857142, 0.009910758056078571, 1362018804.0951052
38, 40, 0, 0, 0, 0, 129.03785714285706, 0.010282959543371429, 1335810726.420986
39, 40, 0, 0, 0, 0, 142.7164285714285, 0.011100708383587855, 1273845470.858867
40, 40, 0, 0, 0, 0, 135.98714285714283, 0.01091798250128143, 1210927764.9120052
41, 40, 0, 0, 0, 0, 147.69857142857143, 0.010599681397444997, 1296194003.304665
42, 40, 0, 0, 0, 0, 91.88285714285718, 0.008347776720427856, 1885067547.3729572
43, 40, 0, 0, 0, 0, 126.56071428571424, 0.009686819827429288, 1577927004.4665248
44, 40, 0, 0, 0, 0, 136.01999999999992, 0.010812458885110714, 1344090674.6118593
45, 40, 0, 0, 0, 0, 115.98857142857132, 0.010639700631395, 1416903598.5999596
46, 40, 0, 0, 0, 0, 90.76857142857145, 0.010558752563125714, 1373204335.5448613
47, 40, 0, 0, 0, 0, 106.61571428571433, 0.010543511119877854, 1313485526.277107
48, 40, 0, 0, 0, 0, 134.89928571428578, 0.010579635874622142, 1329483567.0245812
49, 40, 0, 0, 0, 0, 156.01142857142864, 0.010895791847352858, 1328132016.6318994
50, 40, 0, 0, 0, 0, 86.50571428571428, 0.008631432325897859, 1938163100.7038682
1, 45, 0, 0, 0, 0, 156.57333333333332, 0.006264023888196826, 2214053825.079587
2, 45, 0, 0, 0, 0, 101.95555555555562, 0.0061109512003923805, 2334132350.9893193
3, 45, 0, 0, 0, 0, 93.82476190476194, 0.006443012325882539, 2446064377.2270613
4, 45, 0, 0, 0, 0, 47.722539682539676, 0.006020009376053332, 2716977756.541259
5, 45, 0, 0, 0, 0, 83.34349206349205, 0.006854095110454602, 2323158427.2526073
6, 45, 0, 0, 0, 0, 68.00380952380952, 0.006844793327132062, 2219618999.289877
7, 45, 0, 0, 0, 0, 62.54412698412696, 0.006109632951124442, 2284589442.5912066
8, 45, 0, 0, 0, 0, 52.71619047619046, 0.005789939021558093, 2260742947.714423
9, 45, 0, 0, 0, 0, 65.49015873015874, 0.006209641591152381, 2275071780.0392566
10, 45, 0, 0, 0, 0, 86.1815873015873, 0.007198631808142221, 2179609148.6604276
11, 45, 0, 0, 0, 0, 49.768253968253966, 0.006461758940371428, 2373079576.4023924
12, 45, 0, 0, 0, 0, 58.40190476190475, 0.006197400239250794, 2614876543.1777906
13, 45, 0, 0, 0, 0, 49.17015873015872, 0.005921307536633649, 2912164816.5712185
14, 45, 0, 0, 0, 0, 27.909206349206357, 0.0058043535288050795, 2919506524.2606735
15, 45, 0, 0, 0, 0, 40.04634920634919, 0.005783555870638096, 3013956310.183646
16, 45, 0, 0, 0, 0, 59.03682539682538, 0.005688681212669841, 2737410969.0771227
17, 45, 0, 0, 0, 0, 69.88444444444444, 0.006000518723509841, 2497912556.5979705
18, 45, 0, 0, 0, 0, 81.07873015873014, 0.006466436851041906, 2641472903.653174
19, 45, 0, 0, 0, 0, 55.563174603174595, 0.006575918461758098, 2926448532.2093735
20, 45, 0, 0, 0, 0, 133.05015873015878, 0.006372876191335235, 2555149851.7963123
21, 45, 0, 0, 0, 0, 129.89142857142858, 0.007501579841420951, 2275561416.7437057
22, 45, 0, 0, 0, 0, 129.21079365079368, 0.0078002291067555555, 2340853228.5642004
23, 45, 0, 0, 0, 0, 77.54158730158731, 0.006671345599474285, 2677690735.567525
24, 45, 0, 0, 0, 0, 78.61460317460319, 0.006332156899339048, 2672231051.4803305
25, 45, 0, 0, 0, 0, 135.9542857142857, 0.006454671311288256, 2415898702.9883246
26, 45, 0, 0, 0, 0, 106.65460317460318, 0.006735176058083174, 2295537593.723651
27, 45, 0, 0, 0, 0, 108.20571428571428, 0.007467191007374599, 2124248764.364619
28, 45, 0, 0, 0, 0, 115.66412698412694, 0.007759964940278094, 2013102001.9002452
29, 45, 0, 0, 0, 0, 99.37777777777784, 0.008096728286041268, 2186747981.1448145
30, 45, 0, 0, 0, 0, 93.76000000000006, 0.00786411009582476, 2251060653.628428
31, 45, 0, 0, 0, 0, 103.36317460317466, 0.007577624397480001, 2050176764.617172
32, 45, 0, 0, 0, 0, 89.97904761904762, 0.007809434701965081, 1863141231.3943994
33, 45, 0, 0, 0, 0, 79.94158730158729, 0.007755737170749207, 1889481219.112826
34, 45, 0, 0, 0, 0, 93.09777777777784, 0.007747995864093337, 1915072399.1916575
35, 45, 0, 0, 0, 0, 101.04317460317462, 0.0072693111188799975, 1996270403.1556122
36, 45, 0, 0, 0, 0, 113.01079365079366, 0.006853979777539046, 2020290800.7393365
37, 45, 0, 0, 0, 0, 112.65968253968254, 0.007765580341720001, 1796318835.0580306
38, 45, 0, 0, 0, 0, 130.23555555555555, 0.008534721228093336, 1701405326.5282705
39, 45, 0, 0, 0, 0, 92.9415873015873, 0.008342238460877465, 1855578494.6279275
40, 45, 0, 0, 0, 0, 116.36634920634921, 0.00849001091445524, 1733528433.7470598
41, 45, 0, 0, 0, 0, 126.36761904761902, 0.008407972897360637, 1717364525.7806752
42, 45, 0, 0, 0, 0, 96.11301587301588, 0.00777123937079365, 1898321475.32713
43, 45, 0, 0, 0, 0, 124.63555555555558, 0.007864321266460948, 1959307790.8460062
44, 45, 0, 0, 0, 0, 120.67111111111109, 0.008448598194265395, 1844277984.9757273
45, 45, 0, 0, 0, 0, 110.48444444444443, 0.008482318265423495, 1892469606.848876
46, 45, 0, 0, 0, 0, 108.3923809523809, 0.007452714896060952, 2127045900.340968
47, 45, 0, 0, 0, 0, 90.77777777777777, 0.007565568544691426, 2203117186.7801366
48, 45, 0, 0, 0, 0, 80.81015873015875, 0.0073505177098063465, 2409429738.8335342
49, 45, 0, 0, 0, 0, 67.1257142857143, 0.006591031931600634, 2753860439.5333333
50, 45, 0, 0, 0, 0, 103.91809523809526, 0.007236943756977778, 2392022454.457177
1, 50, 0, 0, 0, 0, 56.858857142857126, 0.005807039659058286, 2102624667.2281294
2, 50, 0, 0, 0, 0, 120.06914285714284, 0.006239610977681144, 1941142475.7533872
3, 50, 0, 0, 0, 0, 147.6794285714286, 0.007066818275884, 1831899343.2976184
4, 50, 0, 0, 0, 0, 181.53314285714282, 0.0075519660016731445, 1851225649.640856
5, 50, 0, 0, 0, 0, 127.14228571428566, 0.0071822097134731444, 2025625791.1921594
6, 50, 0, 0, 0, 0, 117.59257142857138, 0.007333117683029145, 1876233403.0515716
7, 50, 0, 0, 0, 0, 122.59828571428574, 0.007088880852413714, 1898446039.0218372
8, 50, 0, 0, 0, 0, 109.45314285714285, 0.0070569646580097125, 1949158173.109287
9, 50, 0, 0, 0, 0, 143.3788571428571, 0.007691748251774857, 1886545751.612288
10, 50, 0, 0, 0, 0, 125.38342857142858, 0.007942778730629143, 2008959436.2283688
11, 50, 0, 0, 0, 0, 131.79028571428572, 0.008287797955916, 1895964342.7475386
12, 50, 0, 0, 0, 0, 147.24514285714284, 0.008278117780370853, 1889481234.0714674
13, 50, 0, 0, 0, 0, 78.00000000000003, 0.0074093564922405744, 2138737182.1918871
14, 50, 0, 0, 0, 0, 65.2697142857143, 0.006746685084613141, 2378244016.6252728
15, 50, 0, 0, 0, 0, 68.81028571428577, 0.006304769477448572, 2403720021.1076083
16, 50, 0, 0, 0, 0, 93.83257142857143, 0.006723640328724001, 2281980991.98384
17, 50, 0, 0, 0, 0, 125.87142857142854, 0.0073312191624445725, 2042748475.317502
18, 50, 0, 0, 0, 0, 117.69428571428567, 0.007289709826986857, 1969027317.9975739
19, 50, 0, 0, 0, 0, 95.43199999999997, 0.007477544776045143, 2050942466.40613
20, 50, 0, 0, 0, 0, 99.84114285714283, 0.007308974273958284, 2066231899.0074322
21, 50, 0, 0, 0, 0, 112.92342857142854, 0.007142074461837714, 1895340047.1540177
22, 50, 0, 0, 0, 0, 81.63714285714286, 0.007154321935194858, 1973151572.3692439
23, 50, 0, 0, 0, 0, 85.84171428571433, 0.007494764240757717, 2029678503.9109232
24, 50, 0, 0, 0, 0, 136.61428571428576, 0.00834724475365086, 1935385003.231402
25, 50, 0, 0, 0, 0, 122.15771428571426, 0.008721752344814858, 1778857914.3776333
26, 50, 0, 0, 0, 0, 122.04, 0.008852273537178287, 1674673425.5038898
27, 50, 0, 0, 0, 0, 102.54628571428574, 0.008692621902147432, 1872925020.3116663
28, 50, 0, 0, 0, 0, 71.20057142857145, 0.008645398558700003, 2004289505.010543
29, 50, 0, 0, 0, 0, 95.58857142857141, 0.009055381097310859, 1987093269.7619805
30, 50, 0, 0, 0, 0, 90.77314285714279, 0.008598851302125144, 2168305376.8048453
31, 50, 0, 0, 0, 0, 69.58285714285715, 0.008052504056777144, 2264255753.530335
32, 50, 0, 0, 0, 0, 81.71942857142855, 0.007798634355792574, 2399039128.753276
33, 50, 0, 0, 0, 0, 75.49257142857142, 0.0075865683274028576, 2412616055.6145625
34, 50, 0, 0, 0, 0, 97.61371428571428, 0.007814224897213715, 2232039309.3630433
35, 50, 0, 0, 0, 0, 104.31714285714284, 0.008023168826102859, 2005733818.6575346
36, 50, 0, 0, 0, 0, 94.43314285714285, 0.007879487740375429, 2074351713.98641
37, 50, 0, 0, 0, 0, 85.33657142857142, 0.007430867230596573, 2080246787.7432752
38, 50, 0, 0, 0, 0, 94.32057142857145, 0.007695985764475431, 1957651486.4304821
39, 50, 0, 0, 0, 0, 134.52057142857143, 0.009016763391654857, 1614571722.6613755
40, 50, 0, 0, 0, 0, 146.30971428571434, 0.009803154699243428, 1434200306.0380344
41, 50, 0, 0, 0, 0, 144.7737142857143, 0.009687641967138862, 1597978396.3808627
42, 50, 0, 0, 0, 0, 121.68457142857147, 0.009207073636633147, 1779520654.3690166
43, 50, 0, 0, 0, 0, 100.33942857142854, 0.009263364060113717, 1642033585.3175097
44, 50, 0, 0, 0, 0, 88.52114285714282, 0.009356577885606862, 1567075994.0066025
45, 50, 0, 0, 0, 0, 90.53142857142852, 0.00936534751174229, 1455309364.0059783
46, 50, 0, 0, 0, 0, 104.51942857142855, 0.00925068776668229, 1456905991.7480097
47, 50, 0, 0, 0, 0, 134.38857142857145, 0.009557822765506289, 1418666545.0271842
48, 50, 0, 0, 0, 0, 119.97257142857143, 0.009608283112304572, 1383983288.139482
49, 50, 0, 0, 0, 0, 110.76742857142861, 0.009341265257134287, 1378388144.6048276
50, 50, 0, 0, 0, 0, 61.420571428571435, 0.008144924996173714, 1452979999.527199
